text,ground_truth_labels
well said mam no mom should hurt    i agree with u,NotQue
upto 1 year diapers are best   after that you can use diaper pants  ,NotQue
plz moms help me          amar cheler akhon boyos 26month        oke ki ami sob fruits dite pari        r real juice ki sob flavour er deoa jabe    plz moms help me          my son is age 26 month        i can give him all fruits        and the real juice will be given in the real juice      rate this translation,Que
u can gve oats its very healthy and gud for brain development,NotQue
you can start with mashed moong dal in running consistency   fruit purees   please follow the 3day rule when you introduce anything new to your baby  ,NotQue
consult ur gynaecologist dr   gives medicines it will work fast then have home remedies also for increasing bm   i have taken wannlact medicine its ayirvedic by drs advice,NotQue
baby ko jo 9month me vaccination hota hai uska fever atta hai kya      adv  thanks all mom,Que
my child has a problem of bed wetting at night are there any home remedies to get rid of this problem  ,Que
yes       i miss the time when my toy used to do with us        he behaves more like a grown up man now       ,NotQue
sab bta rhe h ki itna kiya itna kiya  ye b to batao na kaise kiya,NotQue
hi friends mari bati 4 month ki h aur wo bar bar poty kar rahi yellow colour ki kya uske teeth aa rahe h kya please help,Que
ceserian howar por one n half year hye geche   majhe mjhei paa felte kosto hoi   paa betha kore   karor ki erm hoi    its been one year after the serials   sometimes   i feel so sad   its pain to die   does anyone like this      rate this translation,Que
hi   can i give horlicks or complan to my 11 months baby,Que
towel ka pillow karo n shir ke niche do,NotQue
hello mommies    mere 15 months baby ko faver cold cough ho gya h weather change ki vjh se    maine usko medicine di h but jyada effect nhi ho rha    plz mujhe koi achi si home remedies btaye    or main usko khane me kya du jo uske liye acha ho     plz reply tia,Que
just apply coconut oil and consume plenty of water or liquid  will be cured by 7 8 days itsekf,NotQue
hello mommies   my 8 months old baby girl dont wanna eat anything now a days       is this because of the weather     or what i dont know       totally confused please help my dear mommies,Que
yes badam ko ghis kr chta do,NotQue
its write evn i was told same by my gynec all those were old style its risky fr babies head if mopping follow wht ur dctr suggest,NotQue
yes        its too hot u can,NotQue
steam is very dangerous for all age group baby so please please dont give may chances of burn,NotQue
no problems after operation   done this year in month of march   everything is fine kokilaben mumbai mai kiya ooeration   nw i m fine  ,NotQue
allergy can be cured by homeopathy,NotQue
u can try homemade porridge varieties       am giving that too my babiee now     products from sprouta are very healthier and home made my baby likes it much       u too have a try https  m  facebook  comsproutahealthmix  refbookmarks,NotQue
will going to movie can harm my baby in womb or not  ,Que
order shatawar from axiom on amazon   you will get results   dont take hormones or ur breasts will sag and unnecessarily it increases weight too,NotQue
hi every1      my girl is 2  5 yr old   she just do not want to eat anything      its just nothing   she is just 10kg   even she do not drink milk properly   is there any effective home remedy or syrups available for appetite growth in toddlers   i have already tried many things like ajwain water etcc        plz tell me something which works and do wonders   doctor are advising to put gtube if she does not gain weight in next few months    i m dammn worried now         plz help mommies        tia,Que
i use patches         they r effective,NotQue
jin logo ka c section hua h wo mjhe ye bta skti ki c section k kitne tym bad sb khana start kr skte h thndi garm sari cheeje plz suggst    ,Que
you need to meet an expert lactation consultant for relactation   until then buy a good electric breastpump and do 8 times pumping in 24 hours just the way baby would have fed from you in a gap of 22  5 hours for at least 30 minutes   give your baby that expressed milk and also try directly feeding before every expression so he will stimulate your breasts through sucking only after that express   ,NotQue
bcg vaccination should be swollen  become red dont press dont even touch it will subside with in 2 months of birth may be she cries due to gastric issue use metha soda diluted in luke warm water in her navel just touch     ,NotQue
hello moms    how much quantity of tomato or other soup can we give to 18 months old baby    ,Que
hii mera bebyy 1  5 month ka he rat ko mera bebyy 12 baje so jata he or subah uthta he me feed krvane uthati hu to bhi aakhe kholkar firse so jata he to kya kru use bhukh nai lgti hogi,Que
ye 2 saal ke bacche ko bhi pahna sakte hai kya,NotQue
hello moms                mera beta 20 months ka or dr   ne bola ki ab apna feed mat krwao    toh kl se mai use nhi di hu or maag bhi nhi raha hai      but wo raat bahut ro rha tha beech 2 m uth ke or wo bahar doodh bhi nhi leta            kya karu mujhe bahut bura lg rha h  ek baat toh mera man kiya ki mai usse fir se de du but wo le hi nhi raha hai  bol raha h mumma nhi chi chi              kya kru ab,Que
hello moms       baby k birth k baad jo bcg ka vaccine lagta he shoulder pe kya uska mark dikhna chahie shoulder pe     mera baby 4 month ka hogya but abhi tak nai dikha    kya dikhna jaruri hota he    plss suggest    ,Que
mere 8 month baby boy ko din 30 se 40 tym susu hori h or 7 se 8 bar potty ye normal h kya,Que
can i give it to my 7 month baby,NotQue
hi all moms      mera baby 8 months ka hai      vo two spoons se zyada kuch bhi nai kha raha hai    kya karu     har waqt bm mangta hai but mera bm kam ho gya hai    wat to do,Que
visit ur dr    bcz baby is small he cant explain his problem  so pl visit ur dr,NotQue
his wife was working and his daughter did not want him because he did not have breast milk so he tricked her by doing that to his shirt,Que
dear all    my son is 7 month old     he is having loose motion from morning    green color     is it because of teething or any other issue      not understanding      please advise      tia,Que
is anybody using pacifiers for there babies   is it safe,Que
hey friends pls help me out     meri beti 1  6 years ki hai kal se usko bar bar poti ho rahi hai or vo vomite jesa bhi kar rahi hai         tia,Que
is honey fine for 9 months baby  ,Que
mera baby 11month ka hai    uski dite bhut km hai   kuch bhi khana ni chahta plz suggest me           my baby is 11 months old   his dite is very low   dont want to eat anything   please dont want to eat      rate this translation,Que
hello friends mere bata 1years ki he  kuch nehi bolta he  phle dada  nana  mama  baba bolta tha but ab nehi bolta  wo walking sikh gaya  weight bhi thik he  healthy he  strong he  but mummy paapa kuch nehi bolta he  baby kon si month se bolna start kartahe generally  pls help me    hello friends   tell me about 1 years   i dont know anything   first grandfather   nana   mama   baba used to speak but no longer speaks   he has learnt the walking   the weight is also fine   healthy   strong   but mom doesnt speak anything   baby   what month do you start speaking   plus help me      rate this translation,Que
pooja bakshi i dont want to get into any debate here but yes i keep hearing the same words what u said from elder once in my family that we gave salt to u people and u people r hale and hearty   but here i will give u an example all the people who dont recipe polio drops wont get polio disease   its just that these people have more chances thats it    same way all people who ate salt may not fall sick   but they have more chances of getting kidney problems     as stated by world health organisation     my family contains 10 kids   its a joint family     i took the decision of not giving salt and sugar for 1 year thats my call  ,NotQue
mera baby 2 months ka h    wo sara din sota h n raat ko hardly 23 ghante sota h    raat ko jagte hue use ya to all time bm chahiye ya meri godi    bed pe bilkul ni sota   rone lgta h  is it normal   n babies kb tk aise din mai sote or raat ko jagte h    my baby is 2 of 2 months    he sleeps all day and he sleeps for 23 hours at night    if you wake up at night   it should be a bomb   or my lap   i dont sleep on bed   it seems to cry    this it normal   dont you want to sleep in such a day and wake up at night      rate this translation,Que
mera beta 1  5 yr ka h usse cold drinks bahot pasand h but kya cold drink dena sahi h,Que
garam dud me du kya banana ya thanda dud me,NotQue
apply nail  remover or use any other lil strict way she is grown up now so it lil difficult to handle  ,NotQue
if breast milk s gud dan dont give any other milk      ,NotQue
hi dr   i feed my son from my left breast only    have stopped feeding from my right breast sometime back    off late ive observed a reddish brown discharge from my right nipple   did a sonogram found a duct estacia and oncologist said the reports are fine    can you please share your views on this  ,Que
yes u can give and the measurements according to age are printed on the box,NotQue
maine suna h silver glass me pani pine se v rang saf hota h     kya aisa hota h ya ni    ,NotQue
hi mommys my girl baby now one yr old teeth not coming out still now is it normal,Que
hi friends   please kuch home remedy suggest kre   meri beti ka cough jam gya hai aur bahut khasi aa rahi hai  hi friends   please do some home   my daughters cough   has been frozen and very khasi    rate this translation,Que
hi moms i requested to please tell me some iron food in 6th month to 3 years baby,Que
i am having severe gastric problem after my c section has anyone experienced the same issue  can the moms in the group help me with some tips to help sort out the problem    thank you,Que
usha sharma it can be possible try toh kijiye,NotQue
neha dangi then also you are wrong dear       if bm is not sufficient then give fromula milk but no water till 6 months       consult a pediatrician if you think im wrong you may also check who guideline about breastfeeding      ,NotQue
increase kids concentration level by game that will help you  ,NotQue
stay active   pleasant   have pulses sprouts fruits veggies more   if u hv put on enough weight prefer sskimmed milk orelse choose full cream milk   prefer small fishes if u r a non veg      do breathing exercise     and trust ur doctor and god       wishing u happy days,NotQue
its not there is no problem to take tablet i have lots of milk in my 2nd pregnancy also so dont worry,NotQue
hello moms mere aankhon me  niche thoda kala dag ho gaya uske liye kiya karu plz suggest me and meri ek 8 month ki baby v hai,Que
hlo mommys  meri beti 11 months ki h  usko mrng se fever h  maine use crocin syrub dia the mrng ma by usko phir se fevr aa gya hai  mujhe koi home remedies baitaiye  kyki use one month pehle bhi fevr aaya tha jiski wajah se woh hospital ma 5 days admit thi waha use itne antibiotics die gye jiski wajah se uska lever ka size bda gya ab uski med 3 months to chalege    aj phir se use phir aa gya ha mujhe bhut tension ho rhi ha    pls koi remedies btaiye    tia  hello mommys   my daughter is 11 months   he has fever from the morning   i had given him a lot of good morning   he has come to me again   i have no home   it was a month ago that he was admitted to the hospital for 5 days   where he was admitted to the hospital   it has been given to him for 3 months   today again she has come again   i am getting so much tension     plus someone will be remedies     tia    rate this translation,Que
mere baby 6 month complete ho gaya he 20 din se water jesi latin kar rahi he bahut medicine dia he kuch dun thik ho jati he fhir hota he home remedies plz batao,Que
its normal dont worry         once check with ur doctor,NotQue
can i give egg for my baby he is completed 6 months  ,Que
hllo dear moms can u plss tell me how should i prepare dish by chicken   fish  egg for my 12month baby         ,Que
my 1 n half month baby is suffering from cold  plzz suggest home remedies      ty in advance,Que
mera beta 12 years ka hai jab mai usko morning breakfast deti hu to usko dard hota hai pait mai        jab cold milk with bornvita deti hu to nahi hota      but milk is enough   or lunch bhi complete nahi karta       plzz suggest,Que
how much milk should 1 year old drink ,Que
whats her birth weight n now     ,NotQue
hello to all momies  my daughter is one nd a half   c sleeps v little  plz suggest some remedies,Que
wow      what a idea sir g,NotQue
4 month k baby ko khanay ma kea da saktay hain plz help me    its my 4 month   my baby   i cant help you   please help me      rate this translation,Que
hi moms my baby girl is 4 months running i will huggies at night times only to her but in that place darkness happend so pls suggest any remedies to make normal skin  thanks in advance,Que
which milk is best for 7month babies toned or full cream  ,Que
dear mummies meri beti 2   5 month ki ho gi h wo miner pre mature h nd 10 din nicu me rhi h wo bf nhi krti ache se or na hi botle just se krti h kafi week h   birth wt 2  5 kg ta or two month me wt 4 kg ta plz suggest me ky kru plz reply dena me is group me new hu and nipple shield kis kam ata h   ky ye mere liye useful ho skta h ky,Que
hi friends   precaution k liye pills lena safe h kya   baad me conciev krne me problem toh nhi hoti    pls suggest  hi friends   its safe to take care for precaution   there is no problem in the flood   plus suggest    rate this translation,Que
ragi is very good   as it is cold in nature and best for summers  ,NotQue
hello momyys  is it fine to give two or three scoops of nestl cerelac to baby daily once a day  ,Que
hlo moms    mera babies 15 months ho gy h    bt bo kuch ni kha rhy milk b ni       pee rhy     plz help me kya kru me,Que
hi moms my baby girl 8month 5dau okd hai   use fever hi gya tha ab thik hai   but khuch kha nahi rhi hai   use mujhe kaun sa nestle ceralac   banana  wheat   apple    den chahiye   thanks,Que
what cause baby to twist alot,Que
hello frnds mera baby 10 month ka h me use badam dena chahti hu kese du raat me bhigokar         kese du,Que
u can give fruit milk shake in noon time     but dont give too cold shake    ,NotQue
is umbilical cord preservation is helpful  ,Que
let them do   its a kind of exercise,NotQue
avaneesh tanvi can u suggest some healthy recipes for 7months old baby,NotQue
no worries    do massages,NotQue
yes ofcs why not,NotQue
please tell me what to do when hiccups come      my baby is 24 months old,Que
yes      agreed wd you      there is no connection between cancer and fm      even in older days mommies used to give cow milk to there child even with bm      i know many of them      and there children are healthy enough      ,NotQue
my baby is 6month n 8days old   c is just below the weight lower line   what to do,Que
hello moms mera beta kuch bhi solid food khane ke 1hour baad hi potty kr leta h   is it normal,Que
after delivery i gain too much weight  and i have thyroid also  please give me some advice  i have no time to do exercises and walking,Que
check if there is something inside his eyes or a small whitensty in the inner upper lid   happens with my baby too      othwrwise if it is very regular then check with the doctor  ,NotQue
hlw mommys      kya 7 mnth baby ko pani de chakte h,Que
hlo mommies   meri beti k poti area red ho rkha h               wo preshan ho rhi h         dhng se so nhi pati   please koi home remedies btaye   thanks in advance,Que
hii mommys   on what ages pediasure will introduce to baby        ,Que
hi my son has 5 years    he is suffering from ear pain    so plz suggest me drops r home remedies,Que
hi mommies       meri beti 4 months ki hai   kuch samay se usko baar baar cold cough ho ja raha   allopathic n homeopathy doctors ko dikhaye medicine bhi av tak chal raha   one month me three times ho gaya       av three days se dekh rahi ki meri beti kabhi kabhi achanak darr ja rahi     matlab jaise dono hand fold karke darr wala expression dete hai na waisa       kuch samajh nai aa raha ki aisa kyun kr rahi     kahi tabiyat kharab k wajah se to aisa nahi kr rahi na       pls suggest,Que
very delicately message the eye corner        and some times it is due to not proper opening of the lacrymal gland,NotQue
my baby also sleep like that but she is 3 yrs,NotQue
may b the baby have worm in the stomach,NotQue
yes you can feed in hiccup just the way we drink water and our hiccups settle similarly your babys hiccups will also settle with breastfeeding   for weight gain of your baby feed baby to fullness with proper latch after every 2 hours   alternative feeds alternative breasts and if need of supplementing supplement with your own breastmilk   express from same side he took the feed only until it gets empty or you get your required milk expressed,NotQue
hello moms mera beta 6  5 month ka h me use khne me kya kya de sakti hu  hello moms   my son is in 6  5 month   what can i give him in khne      rate this translation,Que
how old is your baby n how r u managing then please tell me,NotQue
you seem to feed well but if you arent happy with the weight gain meet a lactation consultant for the same   she will plot the weight on the growth charts as per the percentiles then suggest you further course of action ,NotQue
hlo mummys hpl me mera beta 11 months ka h uske nak se aj bld hlka sa aa gya h or nak me papri c jam gyi hai muje kya krna chahiye kya ye normal h ya doctor k ps jana chahiye kyu ki grmi bhut h plz hlp me,Que
 kese nhi khati yaar       meri b 7 months old h baby      meri to aram se baith kar khati h       rice   chapati  kheer   upma  ice cream vagerah           agar tumhari baby na khaye to finger se khana chatwao,NotQue
how is it posible,NotQue
hello ladies i have a very big problem meri marriage ko 2  6 year hue h mere mmy papa ne meri inlaw family se kaha tha ki ladki buffalo ka kam ni kregi ab mere sas sasur mujhse ladte h bht or force krte h buffalo k kam k liye to pls ye btao ki m kya kru pls pls help me,
post delivery my tummy is come out           remedy for reducing it   belt for tummy or any other remedy           plz suggest frnds,
hi all    my 8  5 month girl sits properly without support      is it good to put her in walker         what shud b the next exercises for baby except massage with oil etc        ,
sweet potato rasipi ripet please,
try homemade food     some babies do not like cerelac  ,
how many mothers are here whose baby is on formula milk from day one and they are giving water from which months  ,
child may nt be able to swallow,
hi mommies        how many of u have started giving banana to ur baby as most of the moms had stopped feeding due to nipah virus        ,
pehle bm churwaye         khud khane lagega kab kuch aur nai milega       trust me,
mere teen saal k bete ko constipation bahut jyada ho jata h kya karu   ,
hi moms   you can see food chart for 6 months baby here   https  www  babydestination  comfoodchart6monthsbaby,
kya teething me loose motion hona compulsory h,
hi   i am a lactation consultant working with philips avent   my answer for your question is   your 4 months old baby should be breastfed as per her demands whenever hungry until 6 months of baby age only breastmilk must be offered even in the night   if babys sleeping in the night then their is no need to wake her and feed your baby   a 4 months old baby can be left for complete demand feeding   ,
varshali divyesh barve meri baby ka 8th month chal raha or wo b brestfeeding karti hai   me b pani isi me dal k pilati is ko    lekin kabi market wagaira jana par jae to fm pilana par jata to us k liye acha hai is ki shape breast ki tarha hai nipple b soft hai or chota as compare to other feeder,
hii       mommies      9th month mai mmr vaccine    padti h      kya ye govt   mai available h     nd cost kya h    ,
kids r always smart   v should only becareful when v handle kids    see here one intelligent kid what doing      hahaha    ,
yes   it will take 3days atleast for the baby to get cured   my baby had the same problem wn he was jus 6mnths  ,
hello mommies  plz suggest a home remedy for runny nose  my daughter is 2yr old  ,
give boiled rice and sabudana only     and have patience     it last more than a week  ,
feed thoda kam karo baby ko bhuk lagne do,
it should not b givn in such small age   but later it is no problem  ,
normal   but dont stop taking good diet  otherwise it may effect on baby  that is common problem some will face 23months n some will face till delivery  ask ur doctor suggest some tablets  ,
can i give curd twice a day to my 11 month old baby,
please carry medicine also  ,
hi every1    dis is smthin urgent    my baby has running nose n dry cough n 2mrw ders vaccination    can ny1 suggest home remedies for 4months old at d earliest    tia,
ye fm  kesa hai kisi be use kiya hai      apne baby ke kiya        these fm   how is it   i have done it       your baby did it          rate this translation,
do u find any ve changes after using medicine  ,
tabhi to advise do koi bhi,
hi moms i want to know about ingredient of cerelac 1st stage pls in say in tamil  ,
how to use red cow milk powder for 16 months old baby  ,
aj hamne apne 2year 7month k baby ko havrix a injection diya hai or injection k jega kese dekh val kru plz help kro    or baby ki injection dete time sui jor se sister khich diya hai khun v a rha kya kru samajh m nhi aarha  ,
mera baby to bottle sa milk nhi pita kya karo,
sorry friends aapko bahot pareshan kar rahi hu     bt pls tell me   mera baby 8 month ka h use bahot gases ho rahi h aur potty bhi bahot hard ho rahi h     use khane me liquid hi deti hu bt fir bhi potty ko pressure laga raha       pls friends help me  ,
send me mob  no  l  will guide you,
hi frds mera baby 20 month ka hai uske life best diet plan nd mill intake ka schedule btaye koi apne experience ke according kyu k net pe jo diet plan hote h vo practically follow nhe ho pate,
hiii frnds      meri daughter 5 mnth ki he     abhi bhi uske hair me mitti jami hui he aur wo nikal hi nai rhi and uska mundan bhi krwaya usko 1 mnth hua he to bhi hair hi nai aa rhe     any home remedies plsss  tia    ,
what should be the normal weight of 19 mnths baby boy    ,
can u pls copy link here,
hello moms mera beta 6  5 month ka h me use khne me kya kya de sakti hu,
hi moms     mera beta 6month 15days ka hua hai kya main use ragi de shakti hu       agar ha to plz tell me na d recipe,
biscuits and cows milk are not recommended for babies under 1 year    ,
true my dd heartbeats were always ranging bw 120140 but turned out to be girl so nobody can predict,
hi friends again with an issue my 16 month baby gets attached to all people who comes to stay at our home very soon n when they leave she becomes very sad n disturb we are a nuclear family but so many relatives keep coming very frequently when they leave she becomes quite n sad then somehow i manage to make her adjust new relatives comes n this process goes on n on i just wanted to know how can i make my baby emotionally strong n to stay happy even being alone she always wanted someone to play n talk to her i do my level best but she gets bore with me what to do,
it has ni name actually its made at home i brought it from shop if u guys want i can deliver it 250gms 200rs they sell it,
please tell how should i teach him to write 2  3 and 4,
hi meri beti 2years ki but bhut choti dikhti he vo achhese khana nhi khati plz help,
hello moms   a small suggestion on diapers       pls often check out ur little ones diaper  wash off or wipe  cloth   with warm water b4 changing next one      daily leave them free for 12hr in morning and in the evening      even though there is no rashes we have to be careful    keep their private area hygiene  pls dnt apply any powder after bath in that area its not fair      and moreover apply rash cream if u found light pink spots b4 rashes spread    if it seems less gently apply again in night time b4 gng bed    if rash cream is not suit means simply apply normal coconut oil it really wrks    my personal tip is daily apply coconut oil after bath and in night time    u wont get rashes easily  i have done this      enjoy ur days with ur princess and prince ,
hello friends       my baby is 7 months old     he loves to eat solid food like fish   chicken       he is not doing potty from 4 days       any home remedies please      ,
my child doesnt stop picking his nose   how can i stop him from doing it  ,
hi all         can i take pan d tablet while breast feeding         my baby is 5 and half month old,
its normal y you worry,
hai mommies    my baby s one nd half year old   she drinks oly nan pro    she doesnt like ordinary cows milk      other than nan pro    wat else shall i give her    thanks in advance    waiting for ur valuable replies,
hello mummies    as i have an doubt my bday is on tuesday so we r planing to visit birla mandir at alibug    my daughter is two months old    we will go by road   car      and we will back by wenesday    its a one day trip    so should i go or not    is it safe    i am dying t take my daughter there   tia  ,
how to teach our kids abt gud touch bad touch    pls follow dis video    mommies,
me and my husband we both are fair    but my babys colr is normal    ,
some of my food arts for my little daughter   try mommies   kids like to eat foods like this and u can tell a small story also feed to ur bubs its good for the brain development also   okay thanku mommies       sorry for my english    ,
feed him little by little every 1 hour   dear pls cnslt dctr    he might give some drops fr him   so it might improve his apetite   he might feel to eat every 2hour   an include multivitamin drop too  ,
apart from protein x what all other flavoring agents can be added in the milk of a 2 year old child  ,
do butter fly exercise   half squat   pranayam 5 minutes n walk for 5 10 mins  do walk 60 mins but in gap s i mentioned abv    i did all these in my pregnancy,
its urgent  hello all members my baby is 10 month old nd mere left breast k nippel m bhut pain h or red ho gyi h nippel plz help me pain bhut ho rha h,
mera beti 9 months ki h            plz koi bataye kaya mai ab use graib water de sakti hu          or kyese    plz jaldi bataye  my daughter is 9 months             please tell me what i can give it to me now           and why     please tell me quickly      rate this translation,
any home remedies to cure sunburn for baby,
hai mommies i am in my third trimester of pregnancy  morning and evening i wish to have coffee  bt some people are telling its not healthy to have a coffee during pregnancy   its true   or can i have  ,
same here on my lo lips too      it will cure by its own      no need to do anything    and it is becz of acidic content in milk      ,
who r saying nothing dey all r very lucky,
hii friends mera beta 2years ka h use loo lag gyi h wo sara din kuch nhi khane ka karta h or rota rhta h uske pet me bhi pain hota h kabi kabi plz help me koi home remedies bataye,
what a confusion yaar,
hello      to all moms mera beta ko teething prob ho rahi h vo ab 7th month k hone wala h uski puri body grm ho rahi h plz suz     me kya kru ki usko teeth me prob km ho jaye,
u r lucky enough       coz mera to kuchh km nhi hua,
yes u right      maine bhi kahio k muh se suna hai      but aisa hotaa nhi hai        this is not true      but mere in laws me bhi sab bolte hai aise      ,
maine sab kuch khaya   food has no connection with cessern unless it is alcohol and medicines if only ur breastfeeding,
hi mummys   its not related to babys bt mine   delivery k baad mera weight bahut badh gaya hai   meri delivery ko 9 month ho gaye hai   to kya mere c section delivery k baad skipping kar sakti hu   plz answer  ,
hi moms  my baby girl is 6 months 10 days old   giving her bm  fm  moong dal pani nd rice water   what else shud i give her   plz advise   tia,
isse hota kya hai,
i personally use johnsons baby oil for my lil one   it suits my son very well and the best part is   that it is light and non greasy making it easy to apply and wash off  ,
i wanted to make the 3d impression of my baby belly   any idea where i can do this in delhi  ,
which is the best formula milk for 2 months baby  ,
what ar the best places to visit in india for baby mooning  ,
hi friends    today frm my kid school they send us some useful informations to parents    really it was change my mind    so i share dis u too    hop it will use to all parents when v handle kid      pls keep in mind    follow dis rules u too    me too frm today      ,
dont use because its alcohol         i prepare perfumes at home nd sale but i didnt use because am bf mother,
pls mujhe v bty c sec k bd mera v wajan bdh rha h,
after 2n or 3rd day        for some time then can increase time      ,
hi all   i prepare and sell ragimalt suitable for all age groups    the ingredients which i use for ragi malt is listed below    1   ragi  2   wheat  3   rice  dals    4   toor dal  5   gram dal  6   moong dal  7   urid dal  grains    8   rajma  9   moong  10   channa  11   horse gram  12   kabul  13   cowpeas  14   soybean  15   peas  16   ground nut  17   badam  18   elachi  19   white rajma  for further queries and orders   kindly contact me on 9880400563,
my 5  5month old baby is taking expressed bm  910oz    fm  46oz    semisolids   4 times   a day     how much water she should consume   p  s   semisolids recommended by peadiatrician,
plz admin aprove my post  kiya kisi ko slip discdisc herniation ki problem hoi hai  kiya ye operation k bina theek ho sakta dr ne mje operation ka bola hai    lekin meray pas 8 mah ki baby hai or me akeli rehti hubby k sath    mje disc herniation or siatica problem hai   back pain or right leg pain hoti  plz admin aprove my post  does anyone have the problem of sleep disc  disc   it can be fine without operation   the rate has spoken of mj operation   but i have a baby in 8 months and i am alone with you    mje disc herniation or siatica problem hai   back pain or right leg pain hoti    rate this translation,
hello momiess      i would like to know   that after my c sec delivery   frequently i m getting puffed eyes again and again in hindi we use to call it   anjari        after consulting my doc he said that after delivery it happens to some momiess          so kindly let me know is there any1 of you who is also suffering from same        ,
mera beta 3 year ka hai   uska weight 12 kg hai   kya ye weight uski age ke hisaab se sahi hai   mera beta kuch khata bhi nahi hai   plz bataye kya karna chaiye    my son is 3 years old   its 12 kg   is this weight right from the account of his next   my son doesnt even have a few accounts   please tell me what to do      rate this translation,
which biscuit can we give to 7 month old,
hello all my baby is 9 month old pahle to wo apne aap khelta tha bus bhuj lagne pe or neend aane pe rota tha but ab 7days se irretate hota rahta kkya prob ho sakti hai         bus use  har time  mumma chiye        or abhi bathta bhi ni hai sahi se         ,
hello friend mera beta 3 years ka h usk main point me ye pearl jsa ho gya h red colour ka plzzz if u have any suggestion        ,
hi all       need help from you all again          actually my baby is 18 months old now       but till this also i didnt recoverd from tiredness       always feel like tired          plz plz plz suggest some good ideas to increase stamina          but not weight        thanks in advance,
plz send me diet chart for 3  5 ur baby,
hi       my baby has completed 10th months     problem is after 23 months from birth     his sleep is very less     hardly 1 hour sota hai       everything try   like     massage     then warm water bath     heavy meal     make sure     his tummy is full         room temperature is comfortable for his       but still problem is as it is       plz suggest me what can i do      ,
n how to make its item to feed baby,
hello mommies  meri baby 10 month ki h      mene notice kiya h ki meri baby plants ko dekhti h to kapti h    ek dm se      to ye kya h darna h  ye normal h        hello goes   my baby is 10 months old       i have done that my baby looks at the togather   then the hypocrites are     from one courage       so what is this fear   this is normal          rate this translation,
hi is it good for give carrot and pomegranate juice s to 12months babies,
6 month avi bahot kam hai solid chije dene k liye        give ur baby liquid type of thgs      like dal ka pani    roti k upar layer ko 1hour ago hot milk me sink kar k chod dijiye fir yusko ache see paste kar k de sakti hai        aate ka halwa    fresh fruits juice 1 to 2 teaspoon  khichadi ko puery bana k nd may more bt only liquid form me,
hi ritu   havent tried vegemite      i will try it but he is so smart that he will rub it off and stick his finger in mouth again     ,
hi moms  mere baby ka 3rd months start ho gaya hy kya m paneer ki sabji kha sakti hun    ,
meri delivery huye 6 month complete ho gaya    but avi tak meri stool ki problem thik nhi hui    bohot pain hota hain      ki tarha thik hogi plzzz suggest        my life has completed 6 months     but the problem of my life is not fixed till now     there is a lot of pan       it will be okay like you          rate this translation,
hello dear moms   mera c section hue 8 month complete ho gya h   to kya ab me every exercise kar sakti hu   plz tell me guys,
hey mommies plz mujhe bataeye ki carrot puree kaise bnau 7 month baby ke liye,
i had 2 kids both are very naughty boy is 2 years7 months girl is 10 months i am doing all the work from morning to evening i have no time to sit combined family but i have to do everything no worker in house i have to take care about my kids motherinlaw fatherinlaw and my husband,
hi      i have a doubt      my baby is 3 mnths old   should i give formula milk wid bf  is it ok to top feed baby at night   ,
coconut oil  is safe everyday and month,
hii friends mera baby 5 month ka h vo bs 45 minute hi feed karta h n dr ka khna h ki km se km 20 minute karna chaiye hum kya kre      ,
rameshwari thanu dinu see my little moppet website you will get more idea of fruit puree   porridges etc etc      ,
can anyone give me food chart for 6 months old baby,
wo ma he bacche ki wo kuch bura tho kari nahi sakthi pochne me problem kya he    ,
how many of u r living with ur motherinlaw in joint family n how many of u in nuclear family with ur hubby n children     lets discuss the benifits n disadvantages,
what are the foods that can cause cavities in children  ,
mera beta 2  5yrs ka hai bahut he patla hai uske mote hone ke liye kuch btaye  my son is 2  5 years old is very thin   tell something to be fat      rate this translation,
after a year we can introduce citrus fruits      ,
40days baby boy ka weight kitna hona chahiye        ,
hello moms      kya mai meri 15 mnth baby ko oats de sakti hu      kaise banau pls tell me,
hiii moms mera baby 3 month ka he kya me diaper phna skti hu  meri sas kahti he usse baby ko cold ho jayega         infection hoga,
i have low milk supply at night   she is very active in night so needs feed every hour   ,
mera baby boy 14 months ka h or uska weight 8  30kg g plzzz suggest kariye moms ki m uska wait gain karne k liye kya kru         kya y normal wait ya nhi      i am worried plzz,
can i give honey with milk two times instead of sugar for my one year boy  thanks in advance,
mere baby abhi 6 month start ho ga uska kya khila sakte hu,
hlo mummys               mujhe 2 question puchna h         1 year k bachhe ka din me kitne baar mails krna chahiye         or           kya usko ots me honey de sakte h         plz reply me         ,
which brand is good for baby teether         i m planning for nuby silicon teethezz teether with bristle         should i go for this        tia,
try to make them understand through lessons and stories   this is the only way   as   we cannot ask them to stay away from our kids  ,
mam ye banana stem juice kya h mere husband ko bhi kidney m h,
halo mam  when should i introduce solids food to my baby  after 6 months or after 5 month,
hello je how are you mere baby ko mai nan pro 1 pilati hun born ke time se hi kanhi vo kamjor to nhi rhega na life time ke liye,
dear mona normally teeth start in 7th or 8the month depends upon baby to baby so dont worry ur baby teeth wil also come in those months even my garrys teeth started in 10the month its natural process,
8 months baby ko kya de khane me      ,
karishma nikhil batra sure will do yaha climate bohat kharab hai     2 weeks so dhoop hi nahi nikle,
do it once again for confirmation,
dear mustard oil to lgao soft part pe or sath m calcium bhi do baby ko isse jaldi bhar jayega,
hi my 1 yr baby has just developed some black spot on his tongue few days before tried to clean but i guess it is something else   kindly suggest what to do,
